ID,pais,edad,año_nacimiento,sexo,años_educacion,estado_marital,decil_ingresos,satisfaccion_vida,felicidad,reuniones_sociales,deporte,horas_trabajo,problemas_sueño,interes_politica,confianza_politicos,importancia_tradiciones,uso_internet,sinceridad,nivel_entendimiento,generacion,region,grupo
85199,HR,45.0,1978.0,mujer,14.0,desconocido,6.0,6.0,7.0,6.0,1.0,44.0,2.0,1.0,0.0,2.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
85207,HR,66.0,1957.0,hombre,13.0,desconocido,9.0,8.0,7.0,2.0,7.0,40.0,1.0,3.0,0.0,1.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85214,HR,55.0,1968.0,mujer,8.0,desconocido,6.0,5.0,4.0,3.0,7.0,8.0,3.0,2.0,1.0,2.0,4.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
85275,HR,60.0,1963.0,mujer,11.0,desconocido,4.0,6.0,6.0,5.0,2.0,50.0,2.0,3.0,1.0,3.0,3.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
85310,HR,33.0,1990.0,hombre,12.0,soltero,6.0,6.0,8.0,6.0,3.0,40.0,2.0,3.0,2.0,4.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
85341,HR,49.0,1974.0,mujer,11.0,desconocido,4.0,10.0,8.0,5.0,0.0,40.0,2.0,4.0,0.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85360,HR,47.0,1976.0,mujer,11.0,divorciado legalmente,7.0,8.0,8.0,5.0,0.0,48.0,3.0,4.0,0.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85389,HR,76.0,1947.0,mujer,7.0,desconocido,3.0,10.0,5.0,6.0,0.0,40.0,1.0,3.0,3.0,1.0,1.0,casi nada,a menudo,baby boomers,Resto Europa,Resto_mundo
85390,HR,22.0,2001.0,mujer,15.0,soltero,8.0,8.0,8.0,6.0,7.0,39.0,1.0,1.0,4.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85423,HR,80.0,1943.0,mujer,14.0,viudo,2.0,7.0,8.0,6.0,0.0,40.0,3.0,3.0,0.0,2.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
85470,HR,18.0,2005.0,hombre,11.0,soltero,6.0,9.0,10.0,7.0,7.0,39.0,1.0,4.0,0.0,5.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85529,HR,59.0,1964.0,mujer,12.0,desconocido,8.0,8.0,9.0,2.0,7.0,40.0,1.0,3.0,6.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85534,HR,79.0,1944.0,hombre,12.0,desconocido,8.0,8.0,7.0,3.0,7.0,49.0,1.0,3.0,1.0,2.0,1.0,casi nada,casi siempre,silent generation,Resto Europa,Resto_mundo
85553,HR,56.0,1967.0,hombre,11.0,desconocido,6.0,7.0,7.0,5.0,0.0,40.0,2.0,4.0,2.0,1.0,1.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85560,HR,54.0,1969.0,hombre,12.0,desconocido,6.0,10.0,10.0,7.0,7.0,50.0,1.0,3.0,0.0,3.0,5.0,casi nada,casi siempre,gen x,Resto Europa,Resto_mundo
85565,HR,63.0,1960.0,mujer,8.0,desconocido,4.0,9.0,9.0,7.0,0.0,20.0,1.0,3.0,2.0,2.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85595,HR,24.0,1999.0,mujer,12.0,soltero,5.0,7.0,9.0,6.0,2.0,40.0,2.0,4.0,0.0,6.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85620,HR,61.0,1962.0,hombre,11.0,divorciado legalmente,10.0,7.0,8.0,7.0,2.0,40.0,1.0,3.0,2.0,3.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85666,HR,55.0,1968.0,mujer,12.0,desconocido,7.0,8.0,9.0,6.0,3.0,45.0,1.0,3.0,2.0,6.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85686,HR,39.0,1984.0,mujer,12.0,soltero,4.0,10.0,10.0,2.0,0.0,40.0,1.0,4.0,0.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85694,HR,60.0,1963.0,hombre,12.0,desconocido,6.0,10.0,7.0,5.0,0.0,40.0,1.0,2.0,1.0,1.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85767,HR,68.0,1955.0,mujer,8.0,desconocido,1.0,9.0,7.0,3.0,7.0,40.0,3.0,2.0,5.0,1.0,1.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
85795,HR,66.0,1957.0,mujer,12.0,desconocido,5.0,8.0,8.0,4.0,0.0,40.0,1.0,3.0,5.0,1.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85862,HR,31.0,1992.0,hombre,12.0,soltero,2.0,8.0,8.0,3.0,7.0,48.0,1.0,3.0,3.0,2.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
85939,HR,38.0,1985.0,hombre,17.0,desconocido,10.0,9.0,9.0,7.0,3.0,40.0,1.0,4.0,4.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85945,HR,49.0,1974.0,mujer,12.0,desconocido,6.0,10.0,10.0,7.0,0.0,40.0,1.0,4.0,0.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85954,HR,53.0,1970.0,mujer,12.0,desconocido,4.0,10.0,10.0,3.0,0.0,40.0,1.0,4.0,3.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85970,HR,28.0,1995.0,mujer,16.0,desconocido,6.0,8.0,8.0,6.0,4.0,40.0,1.0,3.0,1.0,3.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
86017,HR,21.0,2002.0,mujer,12.0,soltero,6.0,9.0,8.0,7.0,3.0,24.0,1.0,4.0,3.0,4.0,5.0,casi nada,casi siempre,gen z,Resto Europa,Resto_mundo
86028,HR,39.0,1984.0,hombre,11.0,desconocido,6.0,6.0,5.0,7.0,0.0,55.0,1.0,4.0,0.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86049,HR,30.0,1993.0,hombre,11.0,soltero,6.0,8.0,7.0,5.0,5.0,48.0,1.0,3.0,3.0,3.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
86059,HR,45.0,1978.0,hombre,19.0,soltero,3.0,8.0,7.0,6.0,4.0,50.0,1.0,3.0,0.0,1.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
86062,HR,19.0,2004.0,hombre,11.0,soltero,10.0,10.0,10.0,7.0,7.0,40.0,1.0,3.0,3.0,2.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86063,HR,44.0,1979.0,hombre,12.0,desconocido,3.0,5.0,5.0,4.0,0.0,40.0,4.0,2.0,3.0,2.0,2.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86066,HR,72.0,1951.0,mujer,14.0,desconocido,5.0,8.0,9.0,7.0,0.0,40.0,1.0,4.0,0.0,5.0,1.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
86078,HR,68.0,1955.0,mujer,8.0,viudo,1.0,5.0,6.0,3.0,0.0,40.0,1.0,3.0,3.0,1.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86138,HR,73.0,1950.0,hombre,17.0,desconocido,8.0,9.0,10.0,4.0,5.0,20.0,2.0,3.0,2.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86221,HR,36.0,1987.0,hombre,12.0,soltero,6.0,5.0,7.0,4.0,0.0,50.0,1.0,4.0,0.0,5.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
86237,HR,40.0,1983.0,mujer,8.0,desconocido,6.0,10.0,10.0,6.0,7.0,40.0,1.0,3.0,1.0,1.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86276,HR,23.0,2000.0,mujer,12.0,soltero,2.0,3.0,6.0,5.0,4.0,48.0,2.0,4.0,1.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86288,HR,46.0,1977.0,mujer,12.0,desconocido,7.0,10.0,10.0,6.0,7.0,40.0,1.0,2.0,4.0,2.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86302,HR,28.0,1995.0,hombre,12.0,desconocido,7.0,10.0,10.0,5.0,7.0,40.0,1.0,4.0,0.0,3.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
86366,HR,53.0,1970.0,mujer,8.0,desconocido,6.0,10.0,10.0,1.0,7.0,40.0,1.0,4.0,1.0,1.0,3.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86368,HR,72.0,1951.0,hombre,11.0,desconocido,4.0,7.0,7.0,4.0,1.0,50.0,2.0,2.0,6.0,2.0,2.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
86375,HR,59.0,1964.0,hombre,12.0,desconocido,4.0,9.0,9.0,4.0,1.0,80.0,1.0,3.0,4.0,1.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
86385,HR,20.0,2003.0,mujer,13.0,soltero,6.0,6.0,7.0,5.0,4.0,39.0,1.0,4.0,4.0,2.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86398,HR,45.0,1978.0,mujer,11.0,desconocido,8.0,8.0,8.0,4.0,2.0,40.0,1.0,3.0,1.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86416,HR,56.0,1967.0,mujer,8.0,desconocido,4.0,8.0,8.0,4.0,2.0,48.0,2.0,4.0,3.0,1.0,1.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86448,HR,33.0,1990.0,hombre,12.0,desconocido,6.0,8.0,9.0,5.0,2.0,40.0,1.0,4.0,2.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86467,HR,80.0,1943.0,mujer,14.0,desconocido,5.0,5.0,5.0,4.0,7.0,40.0,2.0,3.0,0.0,2.0,1.0,bastante,casi siempre,silent generation,Resto Europa,Resto_mundo
50014,HU,24.0,1999.0,mujer,13.0,soltero,6.0,6.0,6.0,4.0,2.0,39.0,1.0,2.0,3.0,2.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50057,HU,68.0,1955.0,hombre,8.0,desconocido,2.0,7.0,5.0,2.0,0.0,40.0,3.0,3.0,1.0,2.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50114,HU,57.0,1966.0,mujer,11.0,desconocido,6.0,6.0,6.0,5.0,0.0,40.0,2.0,3.0,4.0,3.0,1.0,bastante,casi nunca,gen x,Resto Europa,Resto_mundo
50145,HU,28.0,1995.0,hombre,13.0,soltero,10.0,8.0,8.0,4.0,2.0,46.0,3.0,4.0,0.0,4.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
50222,HU,53.0,1970.0,mujer,12.0,soltero,7.0,6.0,6.0,3.0,2.0,40.0,3.0,4.0,4.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50225,HU,53.0,1970.0,mujer,14.0,divorciado legalmente,7.0,7.0,8.0,3.0,1.0,40.0,2.0,2.0,3.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50235,HU,83.0,1940.0,mujer,12.0,viudo,1.0,8.0,8.0,2.0,0.0,40.0,3.0,2.0,6.0,2.0,1.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
50238,HU,67.0,1956.0,mujer,11.0,desconocido,9.0,7.0,8.0,5.0,2.0,40.0,3.0,3.0,4.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50248,HU,49.0,1974.0,hombre,17.0,desconocido,8.0,8.0,7.0,3.0,2.0,45.0,2.0,2.0,4.0,3.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
50273,HU,46.0,1977.0,mujer,17.0,divorciado legalmente,6.0,5.0,9.0,3.0,3.0,40.0,2.0,3.0,6.0,1.0,4.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
50286,HU,65.0,1958.0,mujer,14.0,viudo,2.0,7.0,6.0,3.0,0.0,44.0,2.0,3.0,8.0,1.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50308,HU,50.0,1973.0,mujer,12.0,divorciado legalmente,2.0,3.0,4.0,7.0,7.0,40.0,2.0,4.0,3.0,6.0,5.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
50339,HU,67.0,1956.0,mujer,11.0,desconocido,4.0,7.0,7.0,2.0,3.0,40.0,2.0,3.0,5.0,2.0,3.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
50346,HU,44.0,1979.0,mujer,12.0,desconocido,5.0,6.0,6.0,4.0,7.0,40.0,1.0,3.0,3.0,2.0,3.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
50348,HU,86.0,1937.0,mujer,12.0,viudo,7.0,8.0,5.0,5.0,0.0,40.0,1.0,4.0,5.0,2.0,1.0,mucho,a menudo,silent generation,Resto Europa,Resto_mundo
50361,HU,44.0,1979.0,mujer,11.0,desconocido,7.0,9.0,2.0,3.0,3.0,40.0,3.0,4.0,9.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50385,HU,53.0,1970.0,hombre,12.0,soltero,6.0,8.0,8.0,5.0,7.0,50.0,1.0,2.0,5.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50467,HU,25.0,1998.0,hombre,11.0,soltero,3.0,7.0,8.0,4.0,3.0,40.0,2.0,4.0,0.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50512,HU,67.0,1956.0,hombre,12.0,desconocido,3.0,5.0,6.0,2.0,0.0,40.0,2.0,3.0,2.0,1.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50540,HU,51.0,1972.0,hombre,8.0,soltero,6.0,3.0,4.0,1.0,0.0,40.0,2.0,2.0,5.0,1.0,5.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
50568,HU,60.0,1963.0,hombre,14.0,desconocido,6.0,8.0,8.0,3.0,0.0,40.0,3.0,2.0,6.0,3.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50569,HU,54.0,1969.0,mujer,12.0,desconocido,6.0,6.0,7.0,4.0,0.0,40.0,2.0,3.0,4.0,3.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
50591,HU,43.0,1980.0,mujer,12.0,desconocido,6.0,3.0,6.0,2.0,0.0,40.0,1.0,3.0,3.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50592,HU,44.0,1979.0,mujer,12.0,desconocido,5.0,4.0,9.0,6.0,0.0,40.0,1.0,4.0,6.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50610,HU,74.0,1949.0,mujer,11.0,viudo,1.0,6.0,8.0,1.0,0.0,40.0,3.0,2.0,6.0,2.0,1.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
50638,HU,28.0,1995.0,mujer,12.0,desconocido,6.0,9.0,10.0,5.0,4.0,40.0,2.0,3.0,5.0,2.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
50640,HU,69.0,1954.0,mujer,8.0,viudo,1.0,6.0,7.0,1.0,0.0,48.0,3.0,4.0,5.0,4.0,1.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
50714,HU,19.0,2004.0,hombre,12.0,soltero,8.0,8.0,8.0,6.0,5.0,39.0,3.0,3.0,4.0,1.0,5.0,bastante,casi siempre,gen z,Resto Europa,Resto_mundo
50728,HU,66.0,1957.0,hombre,11.0,desconocido,2.0,10.0,10.0,2.0,0.0,40.0,2.0,2.0,5.0,1.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50733,HU,31.0,1992.0,hombre,12.0,desconocido,7.0,2.0,9.0,4.0,3.0,40.0,2.0,3.0,8.0,1.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50789,HU,36.0,1987.0,mujer,12.0,desconocido,10.0,8.0,7.0,4.0,2.0,40.0,1.0,3.0,5.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50811,HU,50.0,1973.0,mujer,9.0,soltero,4.0,10.0,8.0,3.0,5.0,40.0,3.0,3.0,1.0,4.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50812,HU,24.0,1999.0,mujer,12.0,soltero,6.0,10.0,10.0,5.0,3.0,40.0,2.0,2.0,3.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50835,HU,37.0,1986.0,mujer,13.0,soltero,7.0,8.0,8.0,4.0,2.0,40.0,1.0,4.0,0.0,3.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
50859,HU,34.0,1989.0,mujer,13.0,desconocido,7.0,8.0,6.0,5.0,3.0,40.0,2.0,3.0,9.0,2.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
50876,HU,58.0,1965.0,mujer,11.0,desconocido,8.0,3.0,9.0,2.0,0.0,40.0,2.0,3.0,2.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50883,HU,56.0,1967.0,hombre,8.0,soltero,1.0,5.0,2.0,2.0,0.0,40.0,2.0,4.0,3.0,3.0,1.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
50913,HU,21.0,2002.0,mujer,13.0,desconocido,7.0,7.0,9.0,3.0,2.0,40.0,2.0,4.0,9.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50940,HU,71.0,1952.0,hombre,11.0,desconocido,3.0,10.0,8.0,1.0,3.0,40.0,2.0,2.0,3.0,3.0,3.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
50951,HU,73.0,1950.0,hombre,11.0,divorciado legalmente,4.0,5.0,5.0,4.0,0.0,40.0,2.0,2.0,3.0,2.0,3.0,medio,casi siempre,baby boomers,Resto Europa,Resto_mundo
50975,HU,74.0,1949.0,mujer,8.0,desconocido,9.0,4.0,8.0,3.0,4.0,40.0,2.0,3.0,9.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51030,HU,34.0,1989.0,mujer,12.0,desconocido,6.0,10.0,7.0,2.0,7.0,40.0,2.0,3.0,4.0,1.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
51071,HU,66.0,1957.0,hombre,14.0,desconocido,9.0,7.0,5.0,5.0,2.0,40.0,2.0,2.0,1.0,2.0,5.0,casi nada,casi siempre,baby boomers,Resto Europa,Resto_mundo
51100,HU,53.0,1970.0,hombre,18.0,soltero,1.0,5.0,5.0,4.0,0.0,40.0,2.0,1.0,4.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51104,HU,49.0,1974.0,hombre,17.0,desconocido,10.0,8.0,8.0,3.0,1.0,42.0,1.0,2.0,4.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51110,HU,57.0,1966.0,mujer,12.0,desconocido,8.0,4.0,7.0,1.0,5.0,40.0,1.0,3.0,6.0,2.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51136,HU,24.0,1999.0,mujer,15.0,soltero,6.0,8.0,8.0,7.0,5.0,39.0,2.0,3.0,4.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
51163,HU,57.0,1966.0,mujer,11.0,desconocido,5.0,9.0,8.0,2.0,3.0,40.0,2.0,3.0,1.0,4.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
51170,HU,48.0,1975.0,hombre,11.0,soltero,3.0,6.0,6.0,4.0,7.0,40.0,1.0,2.0,4.0,2.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
51178,HU,50.0,1973.0,hombre,8.0,soltero,1.0,8.0,5.0,3.0,0.0,40.0,1.0,3.0,5.0,3.0,1.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51191,HU,21.0,2002.0,hombre,14.0,soltero,6.0,10.0,10.0,6.0,5.0,39.0,2.0,4.0,0.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
51200,HU,60.0,1963.0,mujer,12.0,desconocido,7.0,6.0,8.0,5.0,0.0,40.0,2.0,2.0,3.0,4.0,5.0,poco,de vez en cuanto,baby boomers,Resto Europa,Resto_mundo
51221,HU,53.0,1970.0,mujer,11.0,desconocido,4.0,4.0,8.0,4.0,7.0,40.0,2.0,4.0,4.0,3.0,4.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
51223,HU,46.0,1977.0,hombre,11.0,soltero,9.0,9.0,10.0,3.0,0.0,40.0,2.0,4.0,4.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51236,HU,85.0,1938.0,mujer,8.0,viudo,3.0,7.0,6.0,1.0,0.0,40.0,2.0,4.0,1.0,2.0,1.0,poco,casi siempre,silent generation,Resto Europa,Resto_mundo
51244,HU,79.0,1944.0,mujer,12.0,viudo,3.0,6.0,6.0,1.0,0.0,40.0,2.0,3.0,3.0,5.0,1.0,poco,a menudo,silent generation,Resto Europa,Resto_mundo
51274,HU,57.0,1966.0,hombre,11.0,desconocido,4.0,5.0,9.0,5.0,7.0,40.0,2.0,2.0,1.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51302,HU,61.0,1962.0,hombre,11.0,desconocido,6.0,6.0,7.0,2.0,0.0,40.0,2.0,3.0,6.0,3.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51313,HU,50.0,1973.0,mujer,11.0,desconocido,6.0,8.0,7.0,2.0,0.0,40.0,1.0,3.0,4.0,1.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51347,HU,45.0,1978.0,hombre,12.0,soltero,1.0,5.0,10.0,2.0,0.0,30.0,3.0,2.0,2.0,2.0,1.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51353,HU,40.0,1983.0,mujer,9.0,soltero,6.0,8.0,9.0,5.0,4.0,56.0,2.0,4.0,0.0,2.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
51354,HU,27.0,1996.0,mujer,14.0,soltero,10.0,7.0,8.0,4.0,1.0,48.0,2.0,3.0,4.0,5.0,5.0,medio,de vez en cuanto,millennials,Resto Europa,Resto_mundo
51360,HU,32.0,1991.0,mujer,8.0,soltero,1.0,7.0,7.0,3.0,2.0,40.0,1.0,3.0,5.0,4.0,3.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
51414,HU,87.0,1936.0,mujer,8.0,viudo,1.0,8.0,8.0,1.0,7.0,40.0,2.0,2.0,0.0,2.0,1.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
51415,HU,48.0,1975.0,mujer,17.0,desconocido,10.0,8.0,10.0,4.0,0.0,48.0,2.0,1.0,3.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51476,HU,75.0,1948.0,hombre,14.0,viudo,5.0,10.0,6.0,5.0,0.0,50.0,3.0,3.0,7.0,2.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51482,HU,68.0,1955.0,hombre,11.0,divorciado legalmente,3.0,3.0,4.0,2.0,0.0,50.0,2.0,3.0,2.0,4.0,1.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
51512,HU,22.0,2001.0,hombre,12.0,soltero,4.0,7.0,6.0,6.0,7.0,39.0,1.0,2.0,4.0,2.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
51515,HU,79.0,1944.0,mujer,8.0,viudo,3.0,3.0,4.0,2.0,0.0,40.0,1.0,4.0,0.0,3.0,1.0,medio,a menudo,silent generation,Resto Europa,Resto_mundo
51520,HU,38.0,1985.0,mujer,12.0,soltero,8.0,0.0,8.0,5.0,7.0,40.0,3.0,3.0,0.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
51537,HU,56.0,1967.0,mujer,15.0,divorciado legalmente,6.0,7.0,8.0,3.0,1.0,45.0,3.0,3.0,2.0,3.0,4.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
51576,HU,78.0,1945.0,hombre,8.0,desconocido,3.0,8.0,7.0,1.0,0.0,40.0,2.0,1.0,2.0,4.0,2.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
51630,HU,62.0,1961.0,mujer,10.0,divorciado legalmente,2.0,7.0,7.0,4.0,1.0,40.0,2.0,2.0,5.0,1.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51653,HU,66.0,1957.0,hombre,8.0,soltero,4.0,7.0,6.0,3.0,0.0,48.0,2.0,2.0,5.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51671,HU,32.0,1991.0,hombre,16.0,soltero,6.0,6.0,8.0,5.0,0.0,40.0,1.0,4.0,3.0,1.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
51687,HU,61.0,1962.0,mujer,12.0,divorciado legalmente,4.0,5.0,6.0,5.0,3.0,40.0,3.0,4.0,5.0,4.0,3.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
51727,HU,17.0,2006.0,hombre,10.0,soltero,6.0,8.0,8.0,4.0,5.0,39.0,1.0,2.0,6.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
51730,HU,79.0,1944.0,hombre,15.0,viudo,4.0,5.0,8.0,2.0,0.0,45.0,2.0,3.0,7.0,3.0,1.0,bastante,casi siempre,silent generation,Resto Europa,Resto_mundo
51744,HU,52.0,1971.0,hombre,11.0,divorciado legalmente,4.0,8.0,7.0,5.0,5.0,45.0,2.0,2.0,6.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51756,HU,31.0,1992.0,mujer,15.0,soltero,6.0,5.0,7.0,1.0,0.0,40.0,1.0,3.0,7.0,2.0,5.0,mucho,casi nunca,millennials,Resto Europa,Resto_mundo
51772,HU,21.0,2002.0,hombre,8.0,soltero,5.0,10.0,8.0,7.0,5.0,39.0,2.0,3.0,8.0,2.0,5.0,mucho,de vez en cuanto,gen z,Resto Europa,Resto_mundo
51774,HU,21.0,2002.0,hombre,8.0,soltero,7.0,6.0,10.0,7.0,7.0,40.0,2.0,3.0,3.0,2.0,5.0,bastante,a menudo,gen z,Resto Europa,Resto_mundo
51780,HU,46.0,1977.0,hombre,13.0,soltero,6.0,5.0,7.0,5.0,4.0,40.0,2.0,2.0,5.0,4.0,5.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
51788,HU,74.0,1949.0,mujer,24.0,desconocido,6.0,10.0,8.0,6.0,7.0,50.0,1.0,2.0,3.0,4.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51822,HU,73.0,1950.0,mujer,11.0,desconocido,5.0,8.0,7.0,3.0,0.0,40.0,2.0,2.0,7.0,3.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51845,HU,53.0,1970.0,hombre,16.0,desconocido,6.0,8.0,7.0,4.0,0.0,50.0,2.0,1.0,2.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
